job_title,industry,job_description,skills_required,experience_required,job_description_clean,skills_required_list
Sales Manager,Sales,"Sales Manager role in Sales requiring skills: Business Development, Sales Strategy, Excel with 4+ years experience.","Business Development, Sales Strategy, Excel",4,"sales manager role in sales requiring skills business development, sales strategy, excel with 4 years experience","['Business Development', 'Sales Strategy', 'Excel']"
Cloud Engineer,Technology,"Cloud Engineer role in Technology requiring skills: React, Git, Agile, Linux, SQL, Docker with 9+ years experience.","React, Git, Agile, Linux, SQL, Docker",9,"cloud engineer role in technology requiring skills react, git, agile, linux, sql, docker with 9 years experience","['React', 'Git', 'Agile', 'Linux', 'SQL', 'Docker']"
Education Consultant,Education,"Education Consultant role in Education requiring skills: Research, Python, Communication with 4+ years experience.","Research, Python, Communication",4,"education consultant role in education requiring skills research, python, communication with 4 years experience","['Research', 'Python', 'Communication']"
Logistics Coordinator,Operations,"Logistics Coordinator role in Operations requiring skills: Agile, Excel, Process Improvement, Supply Chain, Lean Six Sigma, Project Management with 7+ years experience.","Agile, Excel, Process Improvement, Supply Chain, Lean Six Sigma, Project Management",7,"logistics coordinator role in operations requiring skills agile, excel, process improvement, supply chain, lean six sigma, project management with 7 years experience","['Agile', 'Excel', 'Process Improvement', 'Supply Chain', 'Lean Six Sigma', 'Project Management']"
Supply Chain Analyst,Operations,"Supply Chain Analyst role in Operations requiring skills: Supply Chain, Lean Six Sigma, Agile with 4+ years experience.","Supply Chain, Lean Six Sigma, Agile",4,"supply chain analyst role in operations requiring skills supply chain, lean six sigma, agile with 4 years experience","['Supply Chain', 'Lean Six Sigma', 'Agile']"
Account Executive,Sales,"Account Executive role in Sales requiring skills: Negotiation, Sales Strategy, Excel, Presentation Skills, Lead Generation, CRM, Business Development with 10+ years experience.","Negotiation, Sales Strategy, Excel, Presentation Skills, Lead Generation, CRM, Business Development",10,"account executive role in sales requiring skills negotiation, sales strategy, excel, presentation skills, lead generation, crm, business development with 10 years experience","['Negotiation', 'Sales Strategy', 'Excel', 'Presentation Skills', 'Lead Generation', 'CRM', 'Business Development']"
Education Consultant,Education,"Education Consultant role in Education requiring skills: Communication, Educational Technology, Teaching with 4+ years experience.","Communication, Educational Technology, Teaching",4,"education consultant role in education requiring skills communication, educational technology, teaching with 4 years experience","['Communication', 'Educational Technology', 'Teaching']"
Robotics Engineer,Engineering,"Robotics Engineer role in Engineering requiring skills: AutoCAD, C++, Robotics, SolidWorks, Python, CAD, Project Management with 7+ years experience.","AutoCAD, C++, Robotics, SolidWorks, Python, CAD, Project Management",7,"robotics engineer role in engineering requiring skills autocad, c, robotics, solidworks, python, cad, project management with 7 years experience","['AutoCAD', 'C++', 'Robotics', 'SolidWorks', 'Python', 'CAD', 'Project Management']"
Accountant,Finance,"Accountant role in Finance requiring skills: Forecasting, Risk Management, Accounting, SQL with 8+ years experience.","Forecasting, Risk Management, Accounting, SQL",8,"accountant role in finance requiring skills forecasting, risk management, accounting, sql with 8 years experience","['Forecasting', 'Risk Management', 'Accounting', 'SQL']"
Sales Analyst,Sales,"Sales Analyst role in Sales requiring skills: Negotiation, Sales Strategy, Lead Generation, Business Development, CRM with 5+ years experience.","Negotiation, Sales Strategy, Lead Generation, Business Development, CRM",5,"sales analyst role in sales requiring skills negotiation, sales strategy, lead generation, business development, crm with 5 years experience","['Negotiation', 'Sales Strategy', 'Lead Generation', 'Business Development', 'CRM']"
Clinical Researcher,Healthcare,"Clinical Researcher role in Healthcare requiring skills: Python, Research, Healthcare Analytics, Clinical Data Analysis, Patient Care, Biostatistics, Medical Terminology with 4+ years experience.","Python, Research, Healthcare Analytics, Clinical Data Analysis, Patient Care, Biostatistics, Medical Terminology",4,"clinical researcher role in healthcare requiring skills python, research, healthcare analytics, clinical data analysis, patient care, biostatistics, medical terminology with 4 years experience","['Python', 'Research', 'Healthcare Analytics', 'Clinical Data Analysis', 'Patient Care', 'Biostatistics', 'Medical Terminology']"
Brand Manager,Marketing,"Brand Manager role in Marketing requiring skills: Brand Management, Social Media, SEO, Google Analytics, Marketing Strategy, PPC, Content Marketing with 4+ years experience.","Brand Management, Social Media, SEO, Google Analytics, Marketing Strategy, PPC, Content Marketing",4,"brand manager role in marketing requiring skills brand management, social media, seo, google analytics, marketing strategy, ppc, content marketing with 4 years experience","['Brand Management', 'Social Media', 'SEO', 'Google Analytics', 'Marketing Strategy', 'PPC', 'Content Marketing']"
Robotics Engineer,Engineering,"Robotics Engineer role in Engineering requiring skills: CAD, Project Management, MATLAB, PLC Programming with 4+ years experience.","CAD, Project Management, MATLAB, PLC Programming",4,"robotics engineer role in engineering requiring skills cad, project management, matlab, plc programming with 4 years experience","['CAD', 'Project Management', 'MATLAB', 'PLC Programming']"
Business Analyst,Data,"Business Analyst role in Data requiring skills: Pandas, NLP, SQL, Big Data with 10+ years experience.","Pandas, NLP, SQL, Big Data",10,"business analyst role in data requiring skills pandas, nlp, sql, big data with 10 years experience","['Pandas', 'NLP', 'SQL', 'Big Data']"
Logistics Coordinator,Operations,"Logistics Coordinator role in Operations requiring skills: Agile, Lean Six Sigma, Excel, Process Improvement with 2+ years experience.","Agile, Lean Six Sigma, Excel, Process Improvement",2,"logistics coordinator role in operations requiring skills agile, lean six sigma, excel, process improvement with 2 years experience","['Agile', 'Lean Six Sigma', 'Excel', 'Process Improvement']"
Frontend Developer,Technology,"Frontend Developer role in Technology requiring skills: Node.js, Docker, Kubernetes with 8+ years experience.","Node.js, Docker, Kubernetes",8,"frontend developer role in technology requiring skills nodejs, docker, kubernetes with 8 years experience","['Node.js', 'Docker', 'Kubernetes']"
Education Consultant,Education,"Education Consultant role in Education requiring skills: Python, Research, Curriculum Design, Educational Technology, Teaching with 3+ years experience.","Python, Research, Curriculum Design, Educational Technology, Teaching",3,"education consultant role in education requiring skills python, research, curriculum design, educational technology, teaching with 3 years experience","['Python', 'Research', 'Curriculum Design', 'Educational Technology', 'Teaching']"
Data Scientist,Data,"Data Scientist role in Data requiring skills: R, Spark, Python with 7+ years experience.","R, Spark, Python",7,"data scientist role in data requiring skills r, spark, python with 7 years experience","['R', 'Spark', 'Python']"
Data Analyst,Data,"Data Analyst role in Data requiring skills: Big Data, PowerBI, Machine Learning, Spark, Statistics, PyTorch with 3+ years experience.","Big Data, PowerBI, Machine Learning, Spark, Statistics, PyTorch",3,"data analyst role in data requiring skills big data, powerbi, machine learning, spark, statistics, pytorch with 3 years experience","['Big Data', 'PowerBI', 'Machine Learning', 'Spark', 'Statistics', 'PyTorch']"
Content Strategist,Marketing,"Content Strategist role in Marketing requiring skills: Social Media, Brand Management, Email Marketing, Content Marketing, Google Analytics, Excel with 8+ years experience.","Social Media, Brand Management, Email Marketing, Content Marketing, Google Analytics, Excel",8,"content strategist role in marketing requiring skills social media, brand management, email marketing, content marketing, google analytics, excel with 8 years experience","['Social Media', 'Brand Management', 'Email Marketing', 'Content Marketing', 'Google Analytics', 'Excel']"
Marketing Manager,Marketing,"Marketing Manager role in Marketing requiring skills: Brand Management, Marketing Strategy, Google Analytics, Excel, SEO with 5+ years experience.","Brand Management, Marketing Strategy, Google Analytics, Excel, SEO",5,"marketing manager role in marketing requiring skills brand management, marketing strategy, google analytics, excel, seo with 5 years experience","['Brand Management', 'Marketing Strategy', 'Google Analytics', 'Excel', 'SEO']"
Digital Marketing Analyst,Marketing,"Digital Marketing Analyst role in Marketing requiring skills: Excel, Google Analytics, PPC, Marketing Strategy, Social Media with 6+ years experience.","Excel, Google Analytics, PPC, Marketing Strategy, Social Media",6,"digital marketing analyst role in marketing requiring skills excel, google analytics, ppc, marketing strategy, social media with 6 years experience","['Excel', 'Google Analytics', 'PPC', 'Marketing Strategy', 'Social Media']"
Auditor,Finance,"Auditor role in Finance requiring skills: Excel, Financial Analysis, Accounting, Investment Modeling, Taxation with 10+ years experience.","Excel, Financial Analysis, Accounting, Investment Modeling, Taxation",10,"auditor role in finance requiring skills excel, financial analysis, accounting, investment modeling, taxation with 10 years experience","['Excel', 'Financial Analysis', 'Accounting', 'Investment Modeling', 'Taxation']"
Digital Marketing Analyst,Marketing,"Digital Marketing Analyst role in Marketing requiring skills: Social Media, Marketing Strategy, Content Marketing with 6+ years experience.","Social Media, Marketing Strategy, Content Marketing",6,"digital marketing analyst role in marketing requiring skills social media, marketing strategy, content marketing with 6 years experience","['Social Media', 'Marketing Strategy', 'Content Marketing']"
Professor,Education,"Professor role in Education requiring skills: Educational Technology, Python, Teaching, Communication with 4+ years experience.","Educational Technology, Python, Teaching, Communication",4,"professor role in education requiring skills educational technology, python, teaching, communication with 4 years experience","['Educational Technology', 'Python', 'Teaching', 'Communication']"
Account Executive,Sales,"Account Executive role in Sales requiring skills: Presentation Skills, Excel, CRM, Lead Generation with 3+ years experience.","Presentation Skills, Excel, CRM, Lead Generation",3,"account executive role in sales requiring skills presentation skills, excel, crm, lead generation with 3 years experience","['Presentation Skills', 'Excel', 'CRM', 'Lead Generation']"
Auditor,Finance,"Auditor role in Finance requiring skills: Investment Modeling, SQL, Accounting, Excel with 3+ years experience.","Investment Modeling, SQL, Accounting, Excel",3,"auditor role in finance requiring skills investment modeling, sql, accounting, excel with 3 years experience","['Investment Modeling', 'SQL', 'Accounting', 'Excel']"
Digital Marketing Analyst,Marketing,"Digital Marketing Analyst role in Marketing requiring skills: Marketing Strategy, Social Media, PPC, Brand Management, Email Marketing with 10+ years experience.","Marketing Strategy, Social Media, PPC, Brand Management, Email Marketing",10,"digital marketing analyst role in marketing requiring skills marketing strategy, social media, ppc, brand management, email marketing with 10 years experience","['Marketing Strategy', 'Social Media', 'PPC', 'Brand Management', 'Email Marketing']"
QA Engineer,Technology,"QA Engineer role in Technology requiring skills: Kubernetes, Agile, CI/CD, SQL, Java with 9+ years experience.","Kubernetes, Agile, CI/CD, SQL, Java",9,"qa engineer role in technology requiring skills kubernetes, agile, cicd, sql, java with 9 years experience","['Kubernetes', 'Agile', 'CI/CD', 'SQL', 'Java']"
Digital Marketing Analyst,Marketing,"Digital Marketing Analyst role in Marketing requiring skills: Social Media, Content Marketing, Email Marketing with 3+ years experience.","Social Media, Content Marketing, Email Marketing",3,"digital marketing analyst role in marketing requiring skills social media, content marketing, email marketing with 3 years experience","['Social Media', 'Content Marketing', 'Email Marketing']"
Automation Engineer,Engineering,"Automation Engineer role in Engineering requiring skills: Robotics, Python, AutoCAD, C++, Project Management with 6+ years experience.","Robotics, Python, AutoCAD, C++, Project Management",6,"automation engineer role in engineering requiring skills robotics, python, autocad, c, project management with 6 years experience","['Robotics', 'Python', 'AutoCAD', 'C++', 'Project Management']"
Accountant,Finance,"Accountant role in Finance requiring skills: Risk Management, Accounting, Budgeting, Financial Analysis with 9+ years experience.","Risk Management, Accounting, Budgeting, Financial Analysis",9,"accountant role in finance requiring skills risk management, accounting, budgeting, financial analysis with 9 years experience","['Risk Management', 'Accounting', 'Budgeting', 'Financial Analysis']"
QA Engineer,Technology,"QA Engineer role in Technology requiring skills: CI/CD, Git, SQL, Docker with 2+ years experience.","CI/CD, Git, SQL, Docker",2,"qa engineer role in technology requiring skills cicd, git, sql, docker with 2 years experience","['CI/CD', 'Git', 'SQL', 'Docker']"
AI Researcher,Data,"AI Researcher role in Data requiring skills: Spark, Pandas, TensorFlow with 8+ years experience.","Spark, Pandas, TensorFlow",8,"ai researcher role in data requiring skills spark, pandas, tensorflow with 8 years experience","['Spark', 'Pandas', 'TensorFlow']"
Brand Manager,Marketing,"Brand Manager role in Marketing requiring skills: PPC, Social Media, Marketing Strategy, Excel, SEO with 4+ years experience.","PPC, Social Media, Marketing Strategy, Excel, SEO",4,"brand manager role in marketing requiring skills ppc, social media, marketing strategy, excel, seo with 4 years experience","['PPC', 'Social Media', 'Marketing Strategy', 'Excel', 'SEO']"
Sales Analyst,Sales,"Sales Analyst role in Sales requiring skills: Sales Strategy, Excel, Business Development, Presentation Skills, CRM, Lead Generation with 9+ years experience.","Sales Strategy, Excel, Business Development, Presentation Skills, CRM, Lead Generation",9,"sales analyst role in sales requiring skills sales strategy, excel, business development, presentation skills, crm, lead generation with 9 years experience","['Sales Strategy', 'Excel', 'Business Development', 'Presentation Skills', 'CRM', 'Lead Generation']"
Mechanical Engineer,Engineering,"Mechanical Engineer role in Engineering requiring skills: MATLAB, Python, PLC Programming, AutoCAD, Robotics with 3+ years experience.","MATLAB, Python, PLC Programming, AutoCAD, Robotics",3,"mechanical engineer role in engineering requiring skills matlab, python, plc programming, autocad, robotics with 3 years experience","['MATLAB', 'Python', 'PLC Programming', 'AutoCAD', 'Robotics']"
Software Engineer,Technology,"Software Engineer role in Technology requiring skills: Kubernetes, SQL, Java, Docker with 7+ years experience.","Kubernetes, SQL, Java, Docker",7,"software engineer role in technology requiring skills kubernetes, sql, java, docker with 7 years experience","['Kubernetes', 'SQL', 'Java', 'Docker']"
Accountant,Finance,"Accountant role in Finance requiring skills: Financial Analysis, Taxation, Investment Modeling, Budgeting, Risk Management with 10+ years experience.","Financial Analysis, Taxation, Investment Modeling, Budgeting, Risk Management",10,"accountant role in finance requiring skills financial analysis, taxation, investment modeling, budgeting, risk management with 10 years experience","['Financial Analysis', 'Taxation', 'Investment Modeling', 'Budgeting', 'Risk Management']"
AI Researcher,Data,"AI Researcher role in Data requiring skills: Tableau, SQL, NLP with 9+ years experience.","Tableau, SQL, NLP",9,"ai researcher role in data requiring skills tableau, sql, nlp with 9 years experience","['Tableau', 'SQL', 'NLP']"
Operations Manager,Operations,"Operations Manager role in Operations requiring skills: Project Management, Logistics, Supply Chain, Excel, Agile, Lean Six Sigma, Process Improvement with 7+ years experience.","Project Management, Logistics, Supply Chain, Excel, Agile, Lean Six Sigma, Process Improvement",7,"operations manager role in operations requiring skills project management, logistics, supply chain, excel, agile, lean six sigma, process improvement with 7 years experience","['Project Management', 'Logistics', 'Supply Chain', 'Excel', 'Agile', 'Lean Six Sigma', 'Process Improvement']"
Software Engineer,Technology,"Software Engineer role in Technology requiring skills: Cloud, Java, Docker, Microservices, Kubernetes, CI/CD, React with 3+ years experience.","Cloud, Java, Docker, Microservices, Kubernetes, CI/CD, React",3,"software engineer role in technology requiring skills cloud, java, docker, microservices, kubernetes, cicd, react with 3 years experience","['Cloud', 'Java', 'Docker', 'Microservices', 'Kubernetes', 'CI/CD', 'React']"
Logistics Coordinator,Operations,"Logistics Coordinator role in Operations requiring skills: Process Improvement, Excel, Supply Chain, Logistics, Lean Six Sigma, Agile with 6+ years experience.","Process Improvement, Excel, Supply Chain, Logistics, Lean Six Sigma, Agile",6,"logistics coordinator role in operations requiring skills process improvement, excel, supply chain, logistics, lean six sigma, agile with 6 years experience","['Process Improvement', 'Excel', 'Supply Chain', 'Logistics', 'Lean Six Sigma', 'Agile']"
Sales Analyst,Sales,"Sales Analyst role in Sales requiring skills: Negotiation, Lead Generation, Presentation Skills, CRM with 6+ years experience.","Negotiation, Lead Generation, Presentation Skills, CRM",6,"sales analyst role in sales requiring skills negotiation, lead generation, presentation skills, crm with 6 years experience","['Negotiation', 'Lead Generation', 'Presentation Skills', 'CRM']"
Account Executive,Sales,"Account Executive role in Sales requiring skills: Negotiation, Lead Generation, Presentation Skills with 2+ years experience.","Negotiation, Lead Generation, Presentation Skills",2,"account executive role in sales requiring skills negotiation, lead generation, presentation skills with 2 years experience","['Negotiation', 'Lead Generation', 'Presentation Skills']"
Education Consultant,Education,"Education Consultant role in Education requiring skills: Research, Curriculum Design, Communication with 9+ years experience.","Research, Curriculum Design, Communication",9,"education consultant role in education requiring skills research, curriculum design, communication with 9 years experience","['Research', 'Curriculum Design', 'Communication']"
Frontend Developer,Technology,"Frontend Developer role in Technology requiring skills: Kubernetes, React, Python with 10+ years experience.","Kubernetes, React, Python",10,"frontend developer role in technology requiring skills kubernetes, react, python with 10 years experience","['Kubernetes', 'React', 'Python']"
Business Analyst,Data,"Business Analyst role in Data requiring skills: NLP, Spark, Pandas with 10+ years experience.","NLP, Spark, Pandas",10,"business analyst role in data requiring skills nlp, spark, pandas with 10 years experience","['NLP', 'Spark', 'Pandas']"
SEO Specialist,Marketing,"SEO Specialist role in Marketing requiring skills: SEO, Email Marketing, Content Marketing with 2+ years experience.","SEO, Email Marketing, Content Marketing",2,"seo specialist role in marketing requiring skills seo, email marketing, content marketing with 2 years experience","['SEO', 'Email Marketing', 'Content Marketing']"
Investment Analyst,Finance,"Investment Analyst role in Finance requiring skills: Financial Analysis, SQL, Investment Modeling, Forecasting, Risk Management, Budgeting, Accounting with 5+ years experience.","Financial Analysis, SQL, Investment Modeling, Forecasting, Risk Management, Budgeting, Accounting",5,"investment analyst role in finance requiring skills financial analysis, sql, investment modeling, forecasting, risk management, budgeting, accounting with 5 years experience","['Financial Analysis', 'SQL', 'Investment Modeling', 'Forecasting', 'Risk Management', 'Budgeting', 'Accounting']"
Business Development Manager,Sales,"Business Development Manager role in Sales requiring skills: CRM, Business Development, Sales Strategy, Presentation Skills, Lead Generation, Excel with 7+ years experience.","CRM, Business Development, Sales Strategy, Presentation Skills, Lead Generation, Excel",7,"business development manager role in sales requiring skills crm, business development, sales strategy, presentation skills, lead generation, excel with 7 years experience","['CRM', 'Business Development', 'Sales Strategy', 'Presentation Skills', 'Lead Generation', 'Excel']"
Data Analyst,Data,"Data Analyst role in Data requiring skills: PyTorch, Python, NLP, SQL, Deep Learning, R, Machine Learning with 5+ years experience.","PyTorch, Python, NLP, SQL, Deep Learning, R, Machine Learning",5,"data analyst role in data requiring skills pytorch, python, nlp, sql, deep learning, r, machine learning with 5 years experience","['PyTorch', 'Python', 'NLP', 'SQL', 'Deep Learning', 'R', 'Machine Learning']"
Robotics Engineer,Engineering,"Robotics Engineer role in Engineering requiring skills: AutoCAD, C++, MATLAB, PLC Programming with 7+ years experience.","AutoCAD, C++, MATLAB, PLC Programming",7,"robotics engineer role in engineering requiring skills autocad, c, matlab, plc programming with 7 years experience","['AutoCAD', 'C++', 'MATLAB', 'PLC Programming']"
Lab Technician,Healthcare,"Lab Technician role in Healthcare requiring skills: Medical Terminology, Biostatistics, Patient Care, Research with 6+ years experience.","Medical Terminology, Biostatistics, Patient Care, Research",6,"lab technician role in healthcare requiring skills medical terminology, biostatistics, patient care, research with 6 years experience","['Medical Terminology', 'Biostatistics', 'Patient Care', 'Research']"
Supply Chain Analyst,Operations,"Supply Chain Analyst role in Operations requiring skills: Project Management, Lean Six Sigma, Process Improvement, Agile, Excel, Supply Chain with 6+ years experience.","Project Management, Lean Six Sigma, Process Improvement, Agile, Excel, Supply Chain",6,"supply chain analyst role in operations requiring skills project management, lean six sigma, process improvement, agile, excel, supply chain with 6 years experience","['Project Management', 'Lean Six Sigma', 'Process Improvement', 'Agile', 'Excel', 'Supply Chain']"
Clinical Researcher,Healthcare,"Clinical Researcher role in Healthcare requiring skills: Clinical Data Analysis, Biostatistics, Research, Healthcare Analytics, Patient Care, Medical Terminology with 9+ years experience.","Clinical Data Analysis, Biostatistics, Research, Healthcare Analytics, Patient Care, Medical Terminology",9,"clinical researcher role in healthcare requiring skills clinical data analysis, biostatistics, research, healthcare analytics, patient care, medical terminology with 9 years experience","['Clinical Data Analysis', 'Biostatistics', 'Research', 'Healthcare Analytics', 'Patient Care', 'Medical Terminology']"
Financial Analyst,Finance,"Financial Analyst role in Finance requiring skills: Financial Analysis, SQL, Excel, Taxation, Forecasting, Accounting, Budgeting with 6+ years experience.","Financial Analysis, SQL, Excel, Taxation, Forecasting, Accounting, Budgeting",6,"financial analyst role in finance requiring skills financial analysis, sql, excel, taxation, forecasting, accounting, budgeting with 6 years experience","['Financial Analysis', 'SQL', 'Excel', 'Taxation', 'Forecasting', 'Accounting', 'Budgeting']"
Financial Analyst,Finance,"Financial Analyst role in Finance requiring skills: Taxation, Forecasting, Budgeting, Excel, Accounting with 9+ years experience.","Taxation, Forecasting, Budgeting, Excel, Accounting",9,"financial analyst role in finance requiring skills taxation, forecasting, budgeting, excel, accounting with 9 years experience","['Taxation', 'Forecasting', 'Budgeting', 'Excel', 'Accounting']"
Risk Analyst,Finance,"Risk Analyst role in Finance requiring skills: Accounting, Forecasting, SQL with 8+ years experience.","Accounting, Forecasting, SQL",8,"risk analyst role in finance requiring skills accounting, forecasting, sql with 8 years experience","['Accounting', 'Forecasting', 'SQL']"
Business Analyst,Data,"Business Analyst role in Data requiring skills: PowerBI, SQL, Machine Learning, Excel with 4+ years experience.","PowerBI, SQL, Machine Learning, Excel",4,"business analyst role in data requiring skills powerbi, sql, machine learning, excel with 4 years experience","['PowerBI', 'SQL', 'Machine Learning', 'Excel']"
Cloud Engineer,Technology,"Cloud Engineer role in Technology requiring skills: Kubernetes, CI/CD, SQL, Cloud, Linux, Docker with 3+ years experience.","Kubernetes, CI/CD, SQL, Cloud, Linux, Docker",3,"cloud engineer role in technology requiring skills kubernetes, cicd, sql, cloud, linux, docker with 3 years experience","['Kubernetes', 'CI/CD', 'SQL', 'Cloud', 'Linux', 'Docker']"
Data Engineer,Data,"Data Engineer role in Data requiring skills: R, PyTorch, SQL with 2+ years experience.","R, PyTorch, SQL",2,"data engineer role in data requiring skills r, pytorch, sql with 2 years experience","['R', 'PyTorch', 'SQL']"
Project Manager,Operations,"Project Manager role in Operations requiring skills: Project Management, Agile, Supply Chain, Lean Six Sigma, Logistics with 6+ years experience.","Project Management, Agile, Supply Chain, Lean Six Sigma, Logistics",6,"project manager role in operations requiring skills project management, agile, supply chain, lean six sigma, logistics with 6 years experience","['Project Management', 'Agile', 'Supply Chain', 'Lean Six Sigma', 'Logistics']"
Teacher,Education,"Teacher role in Education requiring skills: Educational Technology, Teaching, Research with 3+ years experience.","Educational Technology, Teaching, Research",3,"teacher role in education requiring skills educational technology, teaching, research with 3 years experience","['Educational Technology', 'Teaching', 'Research']"
SEO Specialist,Marketing,"SEO Specialist role in Marketing requiring skills: Brand Management, Email Marketing, Social Media, Excel, Marketing Strategy with 7+ years experience.","Brand Management, Email Marketing, Social Media, Excel, Marketing Strategy",7,"seo specialist role in marketing requiring skills brand management, email marketing, social media, excel, marketing strategy with 7 years experience","['Brand Management', 'Email Marketing', 'Social Media', 'Excel', 'Marketing Strategy']"
Operations Manager,Operations,"Operations Manager role in Operations requiring skills: Agile, Logistics, Excel, Supply Chain, Process Improvement, Lean Six Sigma, Project Management with 9+ years experience.","Agile, Logistics, Excel, Supply Chain, Process Improvement, Lean Six Sigma, Project Management",9,"operations manager role in operations requiring skills agile, logistics, excel, supply chain, process improvement, lean six sigma, project management with 9 years experience","['Agile', 'Logistics', 'Excel', 'Supply Chain', 'Process Improvement', 'Lean Six Sigma', 'Project Management']"
Business Analyst,Data,"Business Analyst role in Data requiring skills: Excel, TensorFlow, Big Data, Pandas, SQL, Statistics, PyTorch with 10+ years experience.","Excel, TensorFlow, Big Data, Pandas, SQL, Statistics, PyTorch",10,"business analyst role in data requiring skills excel, tensorflow, big data, pandas, sql, statistics, pytorch with 10 years experience","['Excel', 'TensorFlow', 'Big Data', 'Pandas', 'SQL', 'Statistics', 'PyTorch']"
Data Scientist,Data,"Data Scientist role in Data requiring skills: SQL, Pandas, Deep Learning, TensorFlow, Python with 7+ years experience.","SQL, Pandas, Deep Learning, TensorFlow, Python",7,"data scientist role in data requiring skills sql, pandas, deep learning, tensorflow, python with 7 years experience","['SQL', 'Pandas', 'Deep Learning', 'TensorFlow', 'Python']"
Digital Marketing Analyst,Marketing,"Digital Marketing Analyst role in Marketing requiring skills: SEO, PPC, Marketing Strategy with 4+ years experience.","SEO, PPC, Marketing Strategy",4,"digital marketing analyst role in marketing requiring skills seo, ppc, marketing strategy with 4 years experience","['SEO', 'PPC', 'Marketing Strategy']"
AI Researcher,Data,"AI Researcher role in Data requiring skills: NLP, Statistics, PyTorch, Spark, Machine Learning, Tableau, Pandas with 4+ years experience.","NLP, Statistics, PyTorch, Spark, Machine Learning, Tableau, Pandas",4,"ai researcher role in data requiring skills nlp, statistics, pytorch, spark, machine learning, tableau, pandas with 4 years experience","['NLP', 'Statistics', 'PyTorch', 'Spark', 'Machine Learning', 'Tableau', 'Pandas']"
Electrical Engineer,Engineering,"Electrical Engineer role in Engineering requiring skills: AutoCAD, Python, C++, SolidWorks, Robotics with 8+ years experience.","AutoCAD, Python, C++, SolidWorks, Robotics",8,"electrical engineer role in engineering requiring skills autocad, python, c, solidworks, robotics with 8 years experience","['AutoCAD', 'Python', 'C++', 'SolidWorks', 'Robotics']"
Nurse,Healthcare,"Nurse role in Healthcare requiring skills: Clinical Data Analysis, Biostatistics, Healthcare Analytics, Medical Terminology, Patient Care, Python with 9+ years experience.","Clinical Data Analysis, Biostatistics, Healthcare Analytics, Medical Terminology, Patient Care, Python",9,"nurse role in healthcare requiring skills clinical data analysis, biostatistics, healthcare analytics, medical terminology, patient care, python with 9 years experience","['Clinical Data Analysis', 'Biostatistics', 'Healthcare Analytics', 'Medical Terminology', 'Patient Care', 'Python']"
Brand Manager,Marketing,"Brand Manager role in Marketing requiring skills: Google Analytics, Content Marketing, Excel, Marketing Strategy with 9+ years experience.","Google Analytics, Content Marketing, Excel, Marketing Strategy",9,"brand manager role in marketing requiring skills google analytics, content marketing, excel, marketing strategy with 9 years experience","['Google Analytics', 'Content Marketing', 'Excel', 'Marketing Strategy']"
DevOps Engineer,Technology,"DevOps Engineer role in Technology requiring skills: Microservices, Docker, Python, Linux with 5+ years experience.","Microservices, Docker, Python, Linux",5,"devops engineer role in technology requiring skills microservices, docker, python, linux with 5 years experience","['Microservices', 'Docker', 'Python', 'Linux']"
Data Scientist,Data,"Data Scientist role in Data requiring skills: Statistics, SQL, NLP, Deep Learning, PyTorch, Big Data, R with 7+ years experience.","Statistics, SQL, NLP, Deep Learning, PyTorch, Big Data, R",7,"data scientist role in data requiring skills statistics, sql, nlp, deep learning, pytorch, big data, r with 7 years experience","['Statistics', 'SQL', 'NLP', 'Deep Learning', 'PyTorch', 'Big Data', 'R']"
Electrical Engineer,Engineering,"Electrical Engineer role in Engineering requiring skills: C++, MATLAB, PLC Programming with 3+ years experience.","C++, MATLAB, PLC Programming",3,"electrical engineer role in engineering requiring skills c, matlab, plc programming with 3 years experience","['C++', 'MATLAB', 'PLC Programming']"
Brand Manager,Marketing,"Brand Manager role in Marketing requiring skills: Excel, PPC, Brand Management with 3+ years experience.","Excel, PPC, Brand Management",3,"brand manager role in marketing requiring skills excel, ppc, brand management with 3 years experience","['Excel', 'PPC', 'Brand Management']"
Risk Analyst,Finance,"Risk Analyst role in Finance requiring skills: Risk Management, Investment Modeling, Accounting, Financial Analysis, Budgeting with 5+ years experience.","Risk Management, Investment Modeling, Accounting, Financial Analysis, Budgeting",5,"risk analyst role in finance requiring skills risk management, investment modeling, accounting, financial analysis, budgeting with 5 years experience","['Risk Management', 'Investment Modeling', 'Accounting', 'Financial Analysis', 'Budgeting']"
Project Manager,Operations,"Project Manager role in Operations requiring skills: Logistics, Lean Six Sigma, Project Management with 7+ years experience.","Logistics, Lean Six Sigma, Project Management",7,"project manager role in operations requiring skills logistics, lean six sigma, project management with 7 years experience","['Logistics', 'Lean Six Sigma', 'Project Management']"
Business Development Manager,Sales,"Business Development Manager role in Sales requiring skills: CRM, Negotiation, Excel, Sales Strategy, Lead Generation, Business Development with 5+ years experience.","CRM, Negotiation, Excel, Sales Strategy, Lead Generation, Business Development",5,"business development manager role in sales requiring skills crm, negotiation, excel, sales strategy, lead generation, business development with 5 years experience","['CRM', 'Negotiation', 'Excel', 'Sales Strategy', 'Lead Generation', 'Business Development']"
Professor,Education,"Professor role in Education requiring skills: Curriculum Design, Python, Research, Educational Technology, Communication, Teaching with 2+ years experience.","Curriculum Design, Python, Research, Educational Technology, Communication, Teaching",2,"professor role in education requiring skills curriculum design, python, research, educational technology, communication, teaching with 2 years experience","['Curriculum Design', 'Python', 'Research', 'Educational Technology', 'Communication', 'Teaching']"
